City_ID,City,Lat,Lng,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed,Country
338,Skelleftea,64.7507,20.9528,39.56,clear sky,76,0,17.27,SE
339,Ligayan,4.6533,119.4706,82.96,overcast clouds,80,100,19.75,PH
340,Kaitangata,-46.2817,169.8464,54.64,overcast clouds,96,100,3.33,NZ
341,Bognor Regis,50.7821,-0.6798,65.1,overcast clouds,91,97,18.66,GB
342,Bathsheba,13.2167,-59.5167,83.01,scattered clouds,78,40,14.97,BB
343,Kaduna,10.5222,7.4383,74.03,clear sky,36,6,4.92,NG
344,Severo-Kurilsk,50.6789,156.125,37.74,overcast clouds,74,93,8.57,RU
345,Fuxin,42.0156,121.6589,43.18,scattered clouds,31,38,2.06,CN
346,Faanui,-16.4833,-151.75,79.7,light rain,76,21,13.58,PF
347,San-Pedro,4.7485,-6.6363,77.29,light rain,90,100,4.74,CI
348,Grand Gaube,-20.0064,57.6608,73.8,few clouds,76,13,5.01,MU
349,Havelock,34.8791,-76.9013,70.0,broken clouds,74,75,14.97,US
350,Henties Bay,-22.116,14.2845,58.93,few clouds,84,20,7.76,NA
351,Ilulissat,69.2167,-51.1,26.55,overcast clouds,88,100,7.34,GL
352,Malartic,48.1335,-78.1328,55.51,overcast clouds,64,100,11.61,CA
353,Armeria,18.9333,-103.9667,86.2,few clouds,64,14,7.11,MX
354,Limbang,4.75,115.0,78.91,overcast clouds,98,100,2.82,MY
355,Acapulco,16.8634,-99.8901,83.44,light rain,80,29,5.12,MX
356,Bombay,19.0144,72.8479,78.78,smoke,41,0,4.61,IN
357,Kutum,14.2,24.6667,75.07,scattered clouds,23,50,13.49,SD
358,Arlit,18.7369,7.3853,79.41,clear sky,16,0,18.72,NE
359,Flinders,-34.5833,150.8552,57.18,clear sky,67,2,4.0,AU
360,Port Hedland,-20.3167,118.5667,64.45,clear sky,68,8,9.22,AU
361,Chicama,-7.8447,-79.1469,64.94,scattered clouds,63,38,11.83,PE
362,Namibe,-15.1961,12.1522,71.74,light rain,85,89,6.42,AO
363,Cayenne,4.9333,-52.3333,78.84,light rain,89,40,0.0,GF
364,Hamilton,39.1834,-84.5333,72.19,few clouds,36,16,3.0,US
365,Dickson,36.077,-87.3878,73.54,overcast clouds,45,100,8.05,US
366,Matamoros,25.5333,-103.25,72.1,overcast clouds,23,100,1.74,MX
367,Vicosa Do Ceara,-3.5622,-41.0922,89.73,overcast clouds,28,98,7.38,BR
368,Komsomolsk,49.0097,33.6455,57.4,overcast clouds,65,100,16.51,UA
369,Kununurra,-15.7667,128.7333,76.98,clear sky,83,7,1.14,AU
370,Montevideo,-34.8335,-56.1674,73.42,clear sky,70,0,11.5,UY
371,Umm Lajj,25.0213,37.2685,80.1,few clouds,56,17,5.59,SA
372,Ossora,59.2353,163.0719,26.58,overcast clouds,69,100,7.76,RU
373,Soe,-9.8607,124.284,67.75,overcast clouds,94,100,0.31,ID
374,Mahon,39.8885,4.2658,66.76,few clouds,88,20,5.75,ES
375,Tarko-Sale,64.9225,77.785,17.31,overcast clouds,90,100,10.65,RU
376,Saint-Lo,49.1162,-1.0903,64.83,overcast clouds,65,100,9.69,FR
377,Humberto De Campos,-2.5983,-43.4611,85.17,overcast clouds,60,92,9.8,BR
378,Lotofaga,-13.9764,-171.8578,80.38,light rain,74,81,4.43,WS
379,Abha,18.2164,42.5053,60.62,clear sky,88,0,4.61,SA
380,Sao Joao Da Barra,-21.6403,-41.0511,84.29,overcast clouds,86,100,22.57,BR
381,Tazovskiy,67.4667,78.7,15.51,scattered clouds,95,27,10.07,RU
382,Mitu,1.1983,-70.1733,79.88,light rain,78,100,4.94,CO
383,Guadalajara,20.6667,-103.3333,81.99,clear sky,27,0,2.04,MX
384,Jumla,29.2747,82.1838,42.85,clear sky,67,0,4.7,NP
385,Caravelas,-17.7125,-39.2481,78.75,clear sky,75,0,10.63,BR
386,Mecca,21.4267,39.8261,81.45,clear sky,66,7,2.59,SA
387,La Paz,-16.5,-68.15,67.98,scattered clouds,20,40,10.36,BO
388,Isangel,-19.55,169.2667,79.03,clear sky,80,0,2.01,VU
389,Bad Ems,50.3333,7.7167,68.47,overcast clouds,78,100,4.43,DE
390,Toktogul,41.8708,72.9402,49.69,overcast clouds,64,100,1.54,KG
391,Seoul,37.5683,126.9778,51.24,mist,97,20,2.3,KR
392,Saint-Francois,46.4154,3.9054,65.64,clear sky,45,0,5.75,FR
393,Pangnirtung,66.1451,-65.7125,26.6,few clouds,46,20,9.22,CA
394,Adra,36.7496,-3.0206,68.38,overcast clouds,70,100,1.88,ES
395,Borogontsy,62.6683,131.1683,3.85,overcast clouds,96,100,5.08,RU
396,Suzhou,31.3114,120.6181,57.04,clear sky,87,0,4.97,CN
397,Sur,22.5667,59.5289,75.87,clear sky,78,0,9.24,OM
398,Gisborne,-38.6533,178.0042,64.53,overcast clouds,78,99,7.63,NZ
399,Sankheda,22.1667,73.5833,74.17,clear sky,39,0,3.31,IN
400,Huarmey,-10.0681,-78.1522,66.7,overcast clouds,74,100,9.37,PE
401,Sobolevo,54.4299,31.8996,54.41,overcast clouds,90,100,14.9,RU
402,Anamur,36.0751,32.8369,68.9,clear sky,37,0,8.21,TR
403,Palmas,-10.2128,-48.3603,80.47,scattered clouds,78,40,9.22,BR
404,Black River,18.0264,-77.8487,86.81,broken clouds,60,56,7.56,JM
405,Nhulunbuy,-12.2333,136.7667,81.21,overcast clouds,89,100,0.0,AU
406,Caceres,39.522,-6.3748,61.54,overcast clouds,82,100,4.34,ES
407,Sangar,63.9242,127.4739,9.45,overcast clouds,78,100,10.49,RU
408,Korla,41.7597,86.1469,46.63,clear sky,48,3,5.19,CN
409,Svetlyy,54.675,20.1347,55.45,overcast clouds,81,100,18.54,RU
410,Kawasaki,35.5206,139.7172,58.17,broken clouds,58,75,10.36,JP
411,Itoman,26.1247,127.6694,75.22,scattered clouds,88,40,10.36,JP
412,Xinxiang,35.3089,113.8672,57.09,overcast clouds,66,94,1.66,CN
413,Boa Vista,2.8197,-60.6733,91.38,broken clouds,49,75,6.91,BR
414,Ures,29.4333,-110.4,82.09,clear sky,16,0,2.71,MX
415,Caconda,-13.7333,15.0667,63.01,light rain,88,100,6.49,AO
416,Conde,-7.2597,-34.9075,80.06,broken clouds,74,75,16.11,BR
417,Mnogovershinnyy,53.9353,139.9242,24.55,scattered clouds,86,32,4.74,RU
418,Bagdarin,54.4333,113.6,24.89,light snow,94,100,1.99,RU
419,Lagoa,39.05,-27.9833,63.52,overcast clouds,65,100,14.63,PT
420,Nalut,30.3333,10.85,68.92,clear sky,32,0,10.65,LY
421,Alta Floresta,-9.8756,-56.0861,91.22,few clouds,55,20,2.3,BR
422,Kargasok,59.0556,80.8572,21.27,few clouds,92,24,6.42,RU
423,Harper,4.375,-7.7169,77.94,light rain,88,70,5.14,LR
424,Podyuga,61.095,40.8647,44.53,overcast clouds,94,100,11.83,RU
425,Usinsk,65.9939,57.5281,32.88,light snow,98,100,19.84,RU
426,Puerto Suarez,-18.95,-57.8,97.36,scattered clouds,44,40,10.36,BO
427,Souillac,-20.5167,57.5167,73.78,light intensity shower rain,78,75,4.61,MU
428,Amahai,-3.3333,128.9167,79.16,overcast clouds,84,88,3.13,ID
429,Nuuk,64.1835,-51.7216,35.06,light snow,97,100,32.08,GL
430,Chik,54.9928,82.4311,28.15,overcast clouds,79,100,4.47,RU
431,Tabuk,17.4189,121.4443,74.61,light rain,98,100,1.5,PH
432,Nieuwpoort,51.1244,2.7735,64.45,clear sky,85,0,5.75,BE
433,Suvorovskaya,44.1942,42.6539,44.89,scattered clouds,84,32,2.37,RU
434,Wakefield,53.6809,-1.499,62.64,overcast clouds,95,100,11.21,GB
435,Rio De Jesus,7.9844,-81.1631,82.85,light rain,75,74,8.52,PA
436,Haselunne,52.6667,7.4833,64.26,overcast clouds,94,96,1.14,DE
437,Los Llanos De Aridane,28.6585,-17.9182,71.35,broken clouds,90,75,4.61,ES
438,Yerbogachen,61.2767,108.0108,20.5,broken clouds,92,83,7.0,RU
439,Port Macquarie,-31.4333,152.9167,54.9,clear sky,67,2,4.5,AU
440,Ponta Do Sol,32.6667,-17.1,73.0,light rain,89,100,2.33,PT
441,Santa Vitoria Do Palmar,-33.5189,-53.3681,81.99,clear sky,48,3,5.37,BR
442,Manggar,-2.8833,108.2667,77.92,broken clouds,86,72,3.58,ID
443,Lillehammer,61.1146,10.4674,41.72,clear sky,92,3,3.56,NO
444,Wagga Wagga,-35.1167,147.3667,45.84,scattered clouds,89,45,3.74,AU
445,Luganville,-15.5333,167.1667,79.47,clear sky,83,6,2.37,VU
446,Bowen,-20.0167,148.2333,76.75,few clouds,76,22,6.04,AU
447,Vestmannaeyjar,63.4427,-20.2734,44.28,overcast clouds,77,96,15.79,IS
448,Barra Patuca,15.8,-84.2833,84.31,few clouds,66,13,8.9,HN
449,Kashi,39.4547,75.9797,52.81,few clouds,32,18,6.71,CN
450,Hofn,64.2539,-15.2082,39.16,broken clouds,72,80,9.89,IS
451,Duma,34.7653,108.135,48.18,overcast clouds,93,94,2.17,CN
452,Adre,13.4667,22.2,79.81,broken clouds,23,54,9.46,TD
453,Gambela,8.25,34.5833,72.97,few clouds,84,23,3.71,ET
454,Phonhong,18.5007,102.4166,69.69,overcast clouds,90,100,1.05,LA
455,Myitkyina,25.3833,97.4,66.58,clear sky,75,0,2.26,MM
456,Severnyy,50.677,36.5532,53.64,broken clouds,87,75,11.18,RU
457,Waingapu,-9.6567,120.2641,77.14,overcast clouds,75,100,7.11,ID
458,Meulaboh,4.1363,96.1285,75.45,overcast clouds,93,100,4.27,ID
459,Ganzhou,28.8184,115.4327,58.95,few clouds,69,21,5.37,CN
460,Otane,-39.8833,176.6333,68.02,overcast clouds,79,100,5.82,NZ
461,Mount Gambier,-37.8333,140.7667,39.11,mist,93,75,5.75,AU
462,Jiwani,25.05,61.7417,79.09,clear sky,71,0,3.22,PK
463,Champerico,14.3,-91.9167,84.43,overcast clouds,66,98,6.58,GT
464,Nouakchott,18.0858,-15.9785,93.13,overcast clouds,25,100,10.58,MR
465,Magistralnyy,56.1725,107.4458,29.07,overcast clouds,75,100,3.89,RU
466,Mitsamiouli,-11.3847,43.2844,76.66,clear sky,78,0,7.0,KM
467,Bilibino,68.0546,166.4372,-3.51,overcast clouds,100,100,1.16,RU
468,Ialibu,-6.2821,143.9935,53.06,broken clouds,91,69,3.74,PG
469,Lesnoye,58.2841,35.5158,50.38,overcast clouds,94,100,10.89,RU
470,Okato,-39.2,173.8833,63.18,overcast clouds,69,100,10.33,NZ
471,Nanortalik,60.1432,-45.2371,30.33,scattered clouds,84,45,12.03,GL
472,Da Lat,11.9465,108.4419,59.22,overcast clouds,97,100,3.29,VN
473,Nong Khae,14.3406,100.8673,77.04,overcast clouds,81,88,6.31,TH
474,Itubera,-13.7322,-39.1492,78.82,overcast clouds,75,85,6.06,BR
475,Ende,-8.8432,121.6623,78.67,overcast clouds,84,100,4.27,ID
476,Sembakung,3.8167,117.25,73.89,overcast clouds,98,100,1.23,ID
477,General Pico,-35.6566,-63.7568,83.66,clear sky,26,0,6.96,AR
478,Lompoc,34.6391,-120.4579,81.84,clear sky,53,2,3.0,US
479,Nacala,-14.5428,40.6728,73.78,clear sky,93,0,4.25,MZ
480,Tolaga Bay,-38.3667,178.3,65.82,broken clouds,73,59,12.66,NZ
481,Nsanje,-16.92,35.262,77.85,clear sky,68,2,6.98,MW
482,Belaya Gora,68.5333,146.4167,-2.4,overcast clouds,99,100,3.29,RU
483,Tikrit,34.6071,43.6782,70.34,broken clouds,22,81,5.3,IQ
484,Hirado,33.3597,129.5531,58.39,clear sky,64,0,23.89,JP
485,Nova Olimpia,-14.7972,-57.2881,78.37,overcast clouds,78,100,2.62,BR
486,Asfi,32.2994,-9.2372,73.99,overcast clouds,46,89,4.54,MA
487,Sao Francisco,-15.9486,-44.8644,93.33,overcast clouds,25,91,5.19,BR
488,Mahmudia,45.0833,29.0833,52.14,scattered clouds,78,30,9.71,RO
489,Colac,-38.3333,143.5833,47.17,scattered clouds,96,30,1.66,AU
490,Saint George,37.1041,-113.5841,65.79,broken clouds,23,66,3.0,US
491,Comodoro Rivadavia,-45.8667,-67.5,57.06,scattered clouds,18,40,18.41,AR
492,Otavi,-19.65,17.3333,73.49,overcast clouds,49,100,6.71,NA
493,Kempsey,-31.0833,152.8333,54.95,clear sky,87,2,1.99,AU
494,Partizanskoye,55.5006,94.39,27.5,overcast clouds,80,100,12.91,RU
495,Nabire,-3.3667,135.4833,75.58,overcast clouds,91,100,1.16,ID
496,Kahului,20.8947,-156.47,83.97,few clouds,77,13,5.99,US
497,Batagay-Alyta,67.8006,130.4114,-7.28,overcast clouds,86,100,3.49,RU
498,Komarikhinskiy,58.0979,57.1163,30.24,light snow,96,100,7.4,RU
499,Lumphat,13.4878,106.9816,68.09,few clouds,94,15,2.98,KH
500,Roald,62.5833,6.1333,48.33,broken clouds,93,75,8.05,NO
501,Aklavik,68.2191,-135.0107,14.0,light snow,85,75,0.0,CA
502,Mattru,7.6244,-11.8332,76.05,light rain,93,86,2.66,SL
503,Ebolowa,2.9,11.15,69.31,light rain,99,92,1.7,CM
504,Berlevag,70.8578,29.0864,39.15,broken clouds,65,75,29.93,NO
505,Starachowice,51.0374,21.0713,58.55,overcast clouds,87,100,6.85,PL
506,Mweka,-4.85,21.5667,68.83,light rain,97,67,0.67,CD
507,Pirgos,35.1167,25.7178,66.61,clear sky,62,3,10.11,GR
508,Colesberg,-30.72,25.0972,74.25,overcast clouds,40,91,11.77,ZA
509,Sipovo,44.2814,17.0839,55.31,clear sky,66,4,2.91,BA
510,Kushima,31.4583,131.2333,58.33,clear sky,79,4,8.1,JP
511,Corner Brook,48.9667,-57.9484,53.76,few clouds,67,11,12.57,CA
512,Gornopravdinsk,60.05,69.9,29.26,overcast clouds,91,95,8.01,RU
513,Ulma,48.3984,9.9916,63.18,overcast clouds,87,100,3.51,DE
514,Kilkenny,52.6542,-7.2522,57.72,broken clouds,88,60,5.99,IE
515,Sibolga,1.7427,98.7792,75.45,heavy intensity rain,90,100,2.71,ID
516,Shelburne,44.0787,-80.2041,63.9,scattered clouds,36,38,7.18,CA
517,Tarancon,40.0085,-3.0073,63.27,overcast clouds,47,100,15.64,ES
518,Clyde River,70.4692,-68.5914,10.63,overcast clouds,79,100,8.05,CA
519,Mana,5.6592,-53.7767,78.1,light rain,85,100,11.77,GF
520,Oron,4.8256,8.2343,76.06,overcast clouds,91,100,2.46,NG
521,Rzhev,56.2624,34.3282,51.94,overcast clouds,94,100,13.67,RU
522,Sistranda,63.7256,8.834,44.56,overcast clouds,61,94,8.39,NO
523,Shatrovo,56.5167,64.6333,26.22,overcast clouds,72,100,7.54,RU
524,Westport,41.1415,-73.3579,63.95,clear sky,51,0,6.91,US
525,Abonnema,4.7084,6.7931,79.09,overcast clouds,90,100,4.23,NG
526,Agadez,19.75,10.25,72.01,clear sky,22,0,7.78,NE
527,Ankazoabo,-22.2833,44.5167,74.98,clear sky,56,10,6.55,MG
528,Kudahuvadhoo,2.6708,72.8944,80.94,few clouds,75,22,11.52,MV
529,Bandarbeyla,9.4942,50.8122,78.13,few clouds,69,13,9.51,SO
530,Nebbi,2.4783,31.0889,68.13,light rain,91,100,4.03,UG
531,Teresina,-5.0892,-42.8019,98.31,clear sky,32,0,5.75,BR
532,Nemuro,43.3236,145.575,50.88,clear sky,80,0,14.63,JP
533,Gap,44.6667,6.0,46.83,overcast clouds,63,96,4.27,FR
534,Ornskoldsvik,63.2909,18.7153,40.15,scattered clouds,75,35,18.41,SE
535,Bereda,43.2686,-7.5406,55.42,overcast clouds,100,100,3.04,ES
536,Kuytun,54.3419,101.5036,26.65,overcast clouds,75,96,3.96,RU
537,Canon City,38.441,-105.2424,64.56,clear sky,20,0,9.22,US
538,Engenheiro Beltrao,-23.7972,-52.2692,77.54,broken clouds,72,73,6.51,BR
539,Orlik,52.5178,99.825,6.01,scattered clouds,94,46,4.14,RU
540,Capreol,46.706,-80.9225,58.55,overcast clouds,51,90,9.75,CA
541,Gimli,50.6336,-96.9907,52.99,clear sky,46,4,5.06,CA
542,Ulaangom,49.9811,92.0667,24.01,few clouds,55,13,2.24,MN
543,Ketchikan,55.3422,-131.6461,48.67,heavy intensity rain,93,100,21.85,US
544,Guarapari,-20.6667,-40.4975,77.9,broken clouds,88,70,12.97,BR
545,Bandar-E Anzali,37.4727,49.4622,59.58,light rain,90,99,5.39,IR
546,The Valley,18.217,-63.0578,85.1,overcast clouds,78,100,17.45,AI
547,Mae Sai,20.4335,99.8762,69.64,scattered clouds,82,41,0.87,TH
548,Takoradi,4.8845,-1.7554,79.29,broken clouds,84,75,6.8,GH
549,Pangoa,-12.1167,-73.0,82.54,light rain,67,65,3.71,PE
550,Santa Cruz De Tenerife,28.4682,-16.2546,75.88,fog,91,100,8.05,ES
551,Ternate,0.8,127.4,80.28,overcast clouds,81,90,3.11,ID
552,Andenes,69.3143,16.1194,35.58,broken clouds,60,75,26.46,NO
553,Eisenerz,47.5333,14.8833,53.08,broken clouds,91,63,2.21,AT
554,Mwene-Ditu,-7.0,23.45,65.3,moderate rain,97,67,2.39,CD
555,Whitianga,-36.8333,175.7,63.18,light rain,96,100,12.91,NZ
556,Kulachi,31.9286,70.4592,74.91,clear sky,23,0,2.26,PK
557,Jalu,29.0331,21.5482,67.53,clear sky,42,0,10.38,LY
558,Inverell,-29.7833,151.1167,57.16,few clouds,69,15,3.56,AU
559,Yamethin,20.4333,96.15,71.94,few clouds,91,11,2.98,MM
560,Hazorasp,41.3194,61.0742,49.84,overcast clouds,53,96,8.5,UZ
561,Rincon,32.296,-81.2354,65.86,overcast clouds,66,100,7.74,US
562,Kozan,37.4552,35.8157,64.06,clear sky,26,0,9.55,TR
563,La Ronge,55.1001,-105.2842,48.88,overcast clouds,45,88,11.77,CA
564,Kargopol,61.5071,38.9456,45.63,overcast clouds,94,100,13.87,RU
565,Waipawa,-41.4122,175.5153,60.64,overcast clouds,84,100,9.86,NZ
566,Storsteinnes,69.2408,19.2344,33.39,light snow,92,100,8.99,NO
567,Nome,64.5011,-165.4064,24.87,broken clouds,86,75,10.36,US
568,Carauari,-4.8828,-66.8958,76.86,overcast clouds,84,100,3.02,BR
569,Ixtapa,20.7,-105.2,84.22,clear sky,63,1,5.01,MX
570,Ahome,25.9167,-109.1833,86.2,clear sky,28,1,10.25,MX
571,Sanchez,19.2281,-69.6137,83.73,overcast clouds,68,100,7.81,DO
572,Baijiantan,45.6333,85.1833,37.78,broken clouds,57,55,7.05,CN
573,Kawalu,-7.3817,108.2082,69.6,overcast clouds,96,100,2.15,ID
574,Warri,5.5167,5.75,75.9,broken clouds,92,81,3.27,NG
575,Puerto Madryn,-42.7692,-65.0385,59.99,overcast clouds,27,100,19.62,AR
576,Riberalta,-10.9833,-66.1,92.7,overcast clouds,39,100,4.41,BO
577,Tlancualpican,18.4333,-98.7,88.36,clear sky,38,0,1.81,MX
578,Nantucket,41.2835,-70.0995,59.09,clear sky,85,10,13.49,US
579,Namtsy,62.7161,129.6658,7.52,overcast clouds,95,100,4.5,RU
580,Kurumkan,54.3,110.3,28.6,overcast clouds,64,95,2.53,RU
581,Tambun,-6.2641,107.0712,79.03,broken clouds,72,51,4.16,ID
582,Kondoa,-4.9,35.7833,68.86,overcast clouds,50,100,9.89,TZ
583,Winslow,35.0242,-110.6974,58.46,clear sky,25,0,3.04,US
584,Naryan-Mar,67.6713,53.087,34.36,overcast clouds,98,100,17.94,RU
585,Taltal,-25.4,-70.4833,64.11,few clouds,61,24,6.04,CL
586,Mirpur Mathelo,28.0227,69.5489,76.75,broken clouds,31,84,6.55,PK
587,Swan River,52.1058,-101.2676,56.48,clear sky,32,0,15.79,CA
588,Sutysky,49.0425,28.4173,55.51,broken clouds,69,70,10.78,UA
589,Puerto Del Rosario,28.5004,-13.8627,74.95,clear sky,78,0,6.91,ES
590,Macia,-25.0269,33.0989,67.21,clear sky,84,0,5.12,MZ
591,Nchelenge,-9.3451,28.734,75.61,overcast clouds,70,100,9.84,ZM
592,Ano Poroia,41.2833,23.0333,57.07,clear sky,47,0,2.44,GR
593,Koumac,-20.5667,164.2833,77.56,clear sky,78,9,2.86,NC
594,Canela,-29.3656,-50.8156,70.66,overcast clouds,69,100,2.46,BR
595,Daru,-9.0763,143.2092,79.16,overcast clouds,80,97,8.9,PG
596,Inirida,3.8653,-67.9239,73.63,overcast clouds,98,100,4.21,CO
597,Kamaishi,39.2667,141.8833,48.54,clear sky,73,1,6.53,JP
598,Auki,-8.7676,160.7034,78.69,broken clouds,85,73,3.09,SB
599,Camana,-16.6228,-72.7111,65.44,clear sky,71,5,7.56,PE
600,Barcelos,41.5388,-8.6151,63.84,overcast clouds,94,100,4.63,PT
601,Buzmeyin,38.0507,58.2056,52.59,overcast clouds,79,94,6.15,TM
602,Lerik,38.7726,48.4128,44.35,broken clouds,88,83,2.51,AZ
603,Puerto Escondido,15.85,-97.0667,84.72,light rain,70,14,6.4,MX
604,Labuan,5.2767,115.2417,80.8,moderate rain,83,100,15.95,MY
605,Elko,41.0002,-115.5012,55.06,few clouds,26,22,5.01,US
606,Dubai,25.2582,55.3047,81.37,clear sky,65,3,5.77,AE
607,Fukue,32.6881,128.8419,63.82,clear sky,63,0,21.74,JP
608,Verkhoturye,58.8627,60.8054,31.6,light snow,95,100,7.72,RU
609,Chiredzi,-21.05,31.6667,72.99,broken clouds,61,68,8.23,ZW
610,North Platte,41.1239,-100.7654,67.12,clear sky,22,10,11.01,US
611,Olinda,-8.0089,-34.8553,80.33,few clouds,69,20,10.36,BR
612,Raymond,43.9015,-70.4703,61.61,clear sky,40,0,5.08,US
613,Dwarka,22.2394,68.9678,81.43,clear sky,63,0,8.93,IN
614,Beringovskiy,63.05,179.3167,15.26,few clouds,65,15,15.66,RU
615,Haines Junction,60.7522,-137.5108,12.15,overcast clouds,92,100,1.14,CA
616,Metro,-5.1131,105.3067,75.02,overcast clouds,86,100,8.55,ID
617,Namie,37.4833,141.0,45.72,clear sky,87,0,8.08,JP
618,Lima,-12.0432,-77.0282,61.05,overcast clouds,77,100,8.05,PE
619,Santa Ana,33.7456,-117.8678,83.86,clear sky,54,0,3.0,US
620,Oyama,36.3,139.8,56.59,clear sky,58,2,2.89,JP
621,Mahanje,-9.9333,35.3333,69.33,broken clouds,56,71,3.44,TZ
622,Kasimov,54.9411,41.3953,46.31,overcast clouds,96,100,11.27,RU
623,Iraray,8.9936,118.0511,76.87,overcast clouds,90,100,6.89,PH
